,overall,vote,verified,reviewTime,reviewerID,asin,reviewerName,reviewText,summary,unixReviewTime,style,image
788,5,,True,"09 14, 2016",A3P0N0NS72EAHR,B00005V50B,DKW,"I have been using this product for a while. Taste is good, like the feel. Only drawback is pricy.",Supersmile Whitening,1473811200,{'Flavor Name:': ' Original Mint'},
789,5,,True,"09 10, 2016",A2WP5ICO4H0I4E,B00005V50B,Laura Delano,Love this toothpaste. My teeth are much whiter than they used to be.,Smile!,1473465600,{'Flavor Name:': ' Original Mint'},
790,5,,True,"09 6, 2016",A36TNEHMEXEWKX,B00005V50B,Maria C. Burns,great,Five Stars,1473120000,{'Flavor Name:': ' Mandarin Mint'},
791,5,,True,"09 1, 2016",AXJTQABN83M67,B00005V50B,Lee Stephens,I have been using Supersmile for about a year. I'm a smoker and it really brightens your smile ',Five Stars,1472688000,{'Flavor Name:': ' Original Mint'},
792,5,3,True,"08 24, 2016",A333FNR1N0JDX6,B00005V50B,Yelena M.,"Have been using this for over 12 years and even though it's on the expensive side, it's well worth the money for the quality of the product.  My dentist thought I quit smoking and drinking coffee after I started using this,  he couldn't believe that a toothpaste was that effective at stain removal and cavity protection!!  One tube lasts a long time and I use just a pea size amount as directed on a DRY round tip electric toothbrush.  Hope they never discontinue this product!","Love,  love,  love!!!",1471996800,{'Flavor Name:': ' Original Mint'},
793,5,2,True,"08 20, 2016",A24F8JCDDDRI8L,B00005V50B,Rob,"Dentist recommended so I bought, can't say my teeth are any whiter, but the case is not overwhelming and I hope the fluoride is making my teeth stronger. Can't say the high price is justified, the benefits are likely more theoretical but if you have the bucks, go for it.  Don't see how you can be hurt by it.",Worth a try,1471651200,{'Flavor Name:': ' Original Mint'},
794,5,,False,"08 17, 2016",AA0X5SOBNKHUF,B00005V50B,Bob,great,Five Stars,1471392000,{'Flavor Name:': ' Original Mint'},
795,5,,True,"08 16, 2016",A1PH3AKCCVS7DC,B00005V50B,dfr,"Works good, especially with a power tooth brush.",Five Stars,1471305600,{'Flavor Name:': ' Original Mint'},
796,5,,True,"08 12, 2016",A57H0KXJ7HS8V,B00005V50B,Amazon Customer,The cleaning is fantastic plus the flavour as well!,Five Stars,1470960000,{'Flavor Name:': ' Cinnamon'},
797,5,,True,"08 5, 2016",A2HDZPDL42CE5R,B00005V50B,Zelda,"Best toothpaste for cleaning, strengthening teeth.  More expensive, but works so well.",Five Stars,1470355200,{'Flavor Name:': ' Original Mint'},
798,5,,True,"08 1, 2016",A8F56C4Y92MU1,B00005V50B,bernard klien,we love it,buy buy buy,1470009600,{'Flavor Name:': ' Original Mint'},
799,5,,True,"07 30, 2016",A1ZQEV5GYVNVOB,B00005V50B,Amazon Customer,This is my husband's favorite toothpaste! He loves that it whitens his smile without the strips which make his teeth too sensitve. This is a great product and will definitely be purchased again!,Awesome toothpaste,1469836800,{'Flavor Name:': ' Original Mint'},
800,4,,True,"07 30, 2016",A2I2O3GJ4ZWJKM,B00005V50B,KATHY BECKENBAUGH,Love this stuff.,Four Stars,1469836800,{'Flavor Name:': ' Original Mint'},
801,5,,True,"07 29, 2016",A358GL5KTCDT13,B00005V50B,pman,Only toothpaste my daughter can use. Only place I can find it.,Five Stars,1469750400,{'Flavor Name:': ' Original Mint'},
802,5,,True,"07 26, 2016",AYI5Y8ZR6FUOF,B00005V50B,Driftwood,Works great! Highly recommend!,Five Stars,1469491200,{'Flavor Name:': ' Original Mint'},
803,5,,True,"07 24, 2016",AW9SSUW216TXK,B00005V50B,Amazon Customer,good,Five Stars,1469318400,{'Flavor Name:': ' Original Mint'},
804,5,,True,"07 23, 2016",ANSE0PETPHK3T,B00005V50B,Amazon Customer,I got this toothpaste because I was using a dental rinse that was turning my teeth brown.  It worked well.  Now my adult children are using it too. It really works well on stained teeth.,I got this toothpaste because I was using a dental ...,1469232000,{'Flavor Name:': ' Original Mint'},
805,5,,True,"07 23, 2016",A3T2WWLTUJJ7IW,B00005V50B,bologna,Great product.  Love it.  Use with the rest of the whitening kit every morning.  My teeth are beautifully white.  Very happy with this Supersmile product.,Pearly Whites,1469232000,{'Flavor Name:': ' Original Mint'},
806,1,,True,"07 18, 2016",A4894ZYE1F10H,B00005V50B,ooo,Waste of money. Does not do much. No noticeable difference.,One Star,1468800000,{'Flavor Name:': ' Original Mint'},
807,5,,True,"07 17, 2016",A12SNLESYBHIYE,B00005V50B,Amazon Customer,Best toothpaste!!,Five Stars,1468713600,{'Flavor Name:': ' Original Mint'},
808,5,,True,"07 10, 2016",A3HSLZ67EPV2SZ,B00005V50B,Amazon Customer,Love it!!! Amazing product!,Amazing,1468108800,{'Flavor Name:': ' Original Mint'},
809,5,,True,"07 3, 2016",A2DAOCSLSAMGPK,B00005V50B,808J,Don't settle for an imitation product!  Even though it may cost more it takes very little to be effective and is so worth it!,Great effective whitening toothpaste.,1467504000,{'Flavor Name:': ' Original Mint'},
810,5,,True,"06 26, 2016",A1Y6XEK1GVCG9A,B00005V50B,Annie,Best whitening toothpaste I've ever tried!!!!!!,The best!,1466899200,{'Flavor Name:': ' Original Mint'},
811,5,,True,"06 22, 2016",A3UVR0WI5KF22E,B00005V50B,Amazon Customer,"I purchased this product when I wasn't able to find a brand that I have purchased in the past.  I was skeptical to start, but actually like this product very much.",Works great!,1466553600,{'Flavor Name:': ' Original Mint'},
812,5,,True,"06 21, 2016",A2V3MYGNC6ACKN,B00005V50B,Lynda Brannon,It really does whiten your teeth,really works,1466467200,{'Flavor Name:': ' Original Mint'},
813,5,,True,"06 8, 2016",A21JOE58LZHMBO,B00005V50B,JA Chain,Good product.,Five Stars,1465344000,{'Flavor Name:': ' Icy Mint'},
814,1,,True,"06 8, 2016",A389CFUQBMOM9D,B00005V50B,Dianna M. Shaw,Didn't notice any difference.,save your money.,1465344000,{'Flavor Name:': ' Original Mint'},
815,5,,True,"05 31, 2016",A3CVMOM3JC5VDU,B00005V50B,Shalom,"Love this toothpaste. However, you need to ""knock"" it to the bottom after using or else it will get a rim of paste at the top.",Love this toothpaste,1464652800,{'Flavor Name:': ' Original Mint'},
816,5,,True,"05 28, 2016",A3NS6JWJEFI717,B00005V50B,Antiquetreasures,Love product!,Five Stars,1464393600,{'Flavor Name:': ' Icy Mint'},
817,5,,True,"05 21, 2016",A2XMA5K57OVAI,B00005V50B,NSLjr304,Someone asked if I had my teeth whitened,Five Stars,1463788800,{'Flavor Name:': ' Icy Mint'},
818,4,,True,"05 18, 2016",A1VM8JEK4T02XG,B00005V50B,Steven Meconi,A little goes a long way.  Used each day it keeps teeth white even after drinking coffee each day,Easy to use whitener,1463529600,{'Flavor Name:': ' Original Mint'},
819,5,,True,"05 10, 2016",A2QKO1VY7B9RLD,B00005V50B,bibi,Best toothpaste ever! My teeth look Fabulous! Don't worry just try it!,This is it!,1462838400,{'Flavor Name:': ' Original Mint'},
820,5,,True,"05 5, 2016",A36YHHJB71QFBH,B00005V50B,shuhei,Amazing!!!!! Just try it!!!,Five Stars,1462406400,{'Flavor Name:': ' Original Mint'},
821,5,,True,"05 3, 2016",AKWA7DLAKGP5N,B00005V50B,satiegaia,Looks like I've been to the dentist and had my teeth cleaned when I brush with Supersmile. I love it.,Great Whitener,1462233600,{'Flavor Name:': ' Original Mint'},
822,3,,True,"05 2, 2016",A2ALDD1V2RFX3R,B00005V50B,amira wilson,Did not whiten yet,Not working,1462147200,{'Flavor Name:': ' Original Mint'},
823,5,,True,"05 2, 2016",A37R0FDQRMY4E4,B00005V50B,Whitney Smith,New favorite toothpaste,Five Stars,1462147200,{'Flavor Name:': ' Original Mint'},
824,5,,True,"04 29, 2016",A28D2DTOXCVVVC,B00005V50B,Ama-zona,"Keeps my teeth white, I rotate it in every other day.  The toothpaste can dry out so you need to keep the cap on.",White teeth!,1461888000,{'Flavor Name:': ' Original Mint'},
825,5,,True,"04 28, 2016",A2A3NCEZNOB8D1,B00005V50B,tracy england,"Using 8 years.
Cleans and removes stains
Cafeine. Nicotine are removed with electric toothbrush and paste.
Does not cause sensitivity.
Worth the cost",good stuff,1461801600,{'Flavor Name:': ' Icy Mint'},
826,4,,True,"04 24, 2016",ACUC7RHWUS7CN,B00005V50B,Michelle D. Sylvester,My rating might improve.  Just started using it.  Have been a long time user of BrightSmile and can no longer buy it.  We'll see..,So far so good.,1461456000,{'Flavor Name:': ' Original Mint'},
827,3,,True,"04 21, 2016",AWVZBXSGFQI5C,B00005V50B,Lily,I am unsure if it works or not,Three Stars,1461196800,{'Flavor Name:': ' Original Mint'},
828,4,,True,"04 16, 2016",A243JHB3OSAFMH,B00005V50B,A. Suarez,My teeth still appear the same and my smile still isn't super yet... so i'll keep brushing and hope i'll get at least one of my teeth to sparkle.,still brushing,1460764800,{'Flavor Name:': ' Original Mint'},
829,4,,True,"04 15, 2016",A1FKI5GRMEDK06,B00005V50B,Faith,Haven't really seen any changed & I use it everyday. It still cleans nice though.,I like it,1460678400,{'Flavor Name:': ' Original Mint'},
830,3,,True,"04 9, 2016",AYLGKPTDLX3GA,B00005V50B,Joyce A.,Could not tell difference between this and crest etc. whiting toothpaste.,Three Stars,1460160000,{'Flavor Name:': ' Original Mint'},
831,4,,True,"04 1, 2016",A3A6IIE0ZBHTVI,B00005V50B,Amazon Customer,"Great toothpaste for quick whitening, but seems to get to a certain point and where it doesn't whitten anymore.",Four Stars,1459468800,{'Flavor Name:': ' Icy Mint'},
832,2,,True,"03 31, 2016",A2MQTI1ZS0Y49K,B00005V50B,JoJo ,Not much different than toothpaste after a month of use.,So so,1459382400,{'Flavor Name:': ' Original Mint'},
833,5,,True,"03 28, 2016",A1VLDSX4ZQOXQW,B00005V50B,PB,Great stuff!!!  My hubby and I really like it.  Best to use with the other products that go with it.,Good stuff!,1459123200,{'Flavor Name:': ' Original Mint'},
834,5,,True,"03 23, 2016",A1NQ0U2FNQG7XY,B00005V50B,Amazon Customer,This is by far the best toothpaste I have tried!,Five Stars,1458691200,{'Flavor Name:': ' Original Mint'},
835,5,,True,"03 20, 2016",A1CNPF5AOO2K8F,B00005V50B,Amazon Customer,"This is the best toothpaste for those with crowns and veneers that get stained from coffee, dark chocolate and red wine! Takes the stains out and from the gum line...looking as good as when you have a cleaning!",This is the best toothpaste for those with crowns and veneers that get ...,1458432000,{'Flavor Name:': ' Original Mint'},
836,4,,True,"03 16, 2016",A2M2ZTYR7ETP8X,B00005V50B,Yixuan Wang,Good,Four Stars,1458086400,{'Flavor Name:': ' Green Apple'},
837,5,,True,"03 2, 2016",A57Q4VHS6EA7P,B00005V50B,caroline wilson,a ok,Five Stars,1456876800,{'Flavor Name:': ' Original Mint'},
838,5,,True,"02 29, 2016",APZ854P9GZS5Q,B00005V50B,Karen E. Neumann,good product,Five Stars,1456704000,{'Flavor Name:': ' Original Mint'},
839,5,,True,"02 23, 2016",A27L90S6TP86J2,B00005V50B,plnyahoo,I have been using this toothpaste for over a year. I used to smoke so it definitely helped whiten my teeth the first time I used it. It is a must have for me.,Great toothpaste!,1456185600,{'Flavor Name:': ' Original Mint'},
840,5,,True,"02 22, 2016",A3SA4PZ6RAPLL3,B00005V50B,Linda Uecker,This whitener does exactly was it says on the package whitener. Works great!!,Works great!!,1456099200,{'Flavor Name:': ' Original Mint'},
841,5,,True,"02 21, 2016",A21QON4TMSD7NA,B00005V50B,Yen Pham,i really like it,Five Stars,1456012800,{'Flavor Name:': ' Icy Mint'},
842,5,,True,"02 19, 2016",A1EUNECVCADGSA,B00005V50B,Fitchick,I love it! My dentist told me I have the whitest natural teeth he has ever seen. He couldn't match a crown because my teeth were off the chart in brightness! Amazing results over time.,Best Whitener!!,1455840000,{'Flavor Name:': ' Original Mint'},
843,5,,True,"02 19, 2016",A1TQ15QC7GTMDG,B00005V50B,mombotango,Have used this for many years...love it!!,Love supersmile..,1455840000,{'Flavor Name:': ' Original Mint'},
844,5,,True,"02 18, 2016",A1IWMMW4MB2ORW,B00005V50B,Amazon Customer,"Super smile is the best! Makes your teeth feel clean after brushing. If you run out and have to use regular toothpaste, you will see what I mean.",Super smile is the best,1455753600,{'Flavor Name:': ' Original Mint'},
845,2,,True,"02 15, 2016",A35A1L6FAVEJX2,B00005V50B,david Heidenreich,Have used almost one full tube.  I just don't see any demonstrable results (whitening).  Could buy 5 tubes of Colgate whitening toothpasr for the same money.,Disappointed.,1455494400,{'Flavor Name:': ' Original Mint'},
846,3,,True,"02 15, 2016",AKTSLGFEEA8VD,B00005V50B,Mike,Pleasant tasting.  I don't notice any more whitening than ordinary tooth paste.  Maybe it protects against further staining but that's hard to tell.  I don't know if it's worth the extra expense though.,Hard to tell if it's worth the cost.,1455494400,{'Flavor Name:': ' Original Mint'},
847,5,,True,"02 13, 2016",A367VFI5OJSQID,B00005V50B,Nikki D,I have been using this product for a year now. Very happy. Very little build up on my teeth since. My dental hygienist is very happy. The tube lasts about 4-5 months. Use a very small amount.,Very happy. Very little build up on my teeth since,1455321600,{'Flavor Name:': ' Green Apple'},
848,5,,True,"02 8, 2016",A1QVMWNCBXQXO8,B00005V50B,Jeanne,"Great toothpaste, and great price! Love it..",Great price!,1454889600,{'Flavor Name:': ' Original Mint'},
849,4,,True,"02 7, 2016",A3Q0U0Y62D17WH,B00005V50B,book lover,still using this brand.  it works very well and does whiten my teeth.,still using this brand. it works very well and ...,1454803200,{'Flavor Name:': ' Icy Mint'},
850,3,,True,"02 7, 2016",ASO3K62P5HSMF,B00005V50B,Jackodiamonds,"Love this product and totally believe in the whitening effects, but definitely prefer the mint flavors.  The prompt delivery was also a plus.","Great product, but taste matters!",1454803200,{'Flavor Name:': ' Cinnamon'},
851,5,,True,"02 4, 2016",AM4B1BOC4IDET,B00005V50B,Tricka,Best toothpaste ever.  Just a dab of it and your teeth feel so clean.,Love This!,1454544000,{'Flavor Name:': ' Icy Mint'},
852,5,,True,"02 2, 2016",A36OGSONZOLUTD,B00005V50B,Beth N.,I've been using this for years now. It's the best I can find on the market. Hope it is never discontinued.,Best I've found,1454371200,{'Flavor Name:': ' Original Mint'},
853,4,,True,"01 29, 2016",A11FO3S06DFL1H,B00005V50B,Hedy Davis,Works much better than the drugstore brands.,Four Stars,1454025600,{'Flavor Name:': ' Original Mint'},
854,1,,True,"01 21, 2016",AVAPU9UPXW0T,B00005V50B,gulchekhra,"I am not happy with this toothpaste, because they was almost done inside. They wasn't full , they was  less than half.",I am not happy with this toothpaste,1453334400,{'Flavor Name:': ' Original Mint'},
855,5,,False,"01 21, 2016",A3VKS5HA5UJECJ,B00005V50B,steven,Quickly whitens teeth! Works comparable to Crest strips and without all the effort and tooth sensitivity!,BEST WHITENING TOOTHPASTE,1453334400,{'Flavor Name:': ' Original Mint'},
856,5,,True,"01 18, 2016",A36NIMWSGJO1G6,B00005V50B,Judy Rigby,hubby loves this tooth paste,Five Stars,1453075200,{'Flavor Name:': ' Icy Mint'},
857,1,,True,"01 18, 2016",A2HQ8DJK1TJ6BR,B00005V50B,K pfeffer,Waste of money,One Star,1453075200,{'Flavor Name:': ' Original Mint'},
858,5,,True,"01 16, 2016",A3361VWQIK9G3H,B00005V50B,Fitness Princess,Amazing product that I have used for years to keep the enamel strong and my teeth white.,Five Stars,1452902400,{'Flavor Name:': ' Icy Mint'},
859,4,,True,"01 10, 2016",A2U3RNFZU8D7C5,B00005V50B,Layla,Slower than I expected,Four Stars,1452384000,{'Flavor Name:': ' Original Mint'},
860,1,2,True,"01 3, 2016",A37WJGW5VLC40R,B00005V50B,Nicole,"This is a great product typically however , a bad batch making my teeth MORE YELLOW as I was using it . { I know this because I dried it over night next to other whitening toothpate- and the Supersmile dried really yellow, the others were supermarket brand and glowing white.),How humiliating.. Another waste of money to a poor internet purchase.",Bad batch :-(,1451779200,{'Flavor Name:': ' Cinnamon'},
861,5,,True,"12 31, 2015",ACVFQNPU4E85I,B00005V50B,myrtle,I love this toothpaste; it make my teeth look so much better every morning when I use it.,Terrific Purchase,1451520000,{'Flavor Name:': ' Original Mint'},
862,1,,True,"12 30, 2015",A198IJGVQE6XBY,B00005V50B,Jennifer,No change,One Star,1451433600,{'Flavor Name:': ' Original Mint'},
863,5,,True,"12 26, 2015",A2GNQHUJG3U610,B00005V50B,Tammy Wilbanks,Great product at a great price. It removed all of the stain caused by the Peridex the dentist prescribed.,Five Stars,1451088000,{'Flavor Name:': ' Icy Mint'},
864,2,,True,"12 22, 2015",A2IR6OMCJO6UZQ,B00005V50B,Pyewacket,"The problem here is the packaging.  The product works and I like it (no you do not get neon white, but you do get whiter teeth) but unfortunately the tubes split open at the bottom, I have tried some of the clips available but I still always ending up wasting quite a bit.  I was on my second tube with no problems and ordered a third, when I was ready to use it, it was more than 30 days old.  Amazon normally does not help after 30 days, but in this case they did, but said it was the last time.  Consequently I tested it for a couple of days to be sure it would not split open then went back to finish my last tube.  Then I went back to the tube that tested, within a couple of days the bottom split open.  This tube seems to be a softer consistency which should help, but it does not, it still splits open.  The paste tends to harden and I end up wasting too much to make it worth it.  I did call the manufacturer and they said they could do nothing I had to go back to where I purchased the product.  I hope they solve this problem, but until then, it is not worth it.",Packaging breaks open and you lose 1/2 of product.,1450742400,{'Flavor Name:': ' Cinnamon'},
865,4,,True,"12 18, 2015",A44R5IOKVXWP,B00005V50B,Lisie610,Has slightly whitened my teeth. And the taste is fine.,Decent Product,1450396800,{'Flavor Name:': ' Icy Mint'},
866,5,,True,"12 15, 2015",A2XS0XMBODQBM6,B00005V50B,Amazon Customer,By far my favorite toothpaste. It helps whiten and clean teeth without the need to use a large amount.,Wonderful product,1450137600,{'Flavor Name:': ' Icy Mint'},
867,5,,True,"12 14, 2015",A3CE3O6DXQFGPV,B00005V50B,Linda Belle Parham,Awesome. Whittens my teeth very well. I like that it last a long time bc you don't use a large amount.,Pretty good,1450051200,{'Flavor Name:': ' Original Mint'},
868,5,,False,"12 10, 2015",A26Q2NYCHSI4ZZ,B00005V50B,Ensmartened,"I started buying this some years ago after I quit smoking. My teeth are resistant to whitening, I drank iced tea daily and had smoked for 30 years. I've never had a cavity and other than the embarrassing staining, I've had really good oral health. The first time I used this, I thought I noticed a difference but wasn't sure. Within three days though (I brush twice a day and floss) there was a definite improvement. It's quite noticeable.

I used two tubes to whiten my teeth and then I brushed with Super Smile twice a week or so, to maintain it. My teeth weren't blazing, TV white but they were a far bit whiter than they were. I also used the mouthwash intermittently. I had better results when I switch to a Sonic Care electric tooth brush too. Just an inexpensive model was fine.  It's been a while and it's time to whiten again so, yeah. But I've tried other tooth pastes that claim to effect change and this is the only one, of the many which I've tried, that delivers.",Whitening Tooth Paste That Actually Whitens Your Teeth,1449705600,{'Flavor Name:': ' Original Mint'},
869,5,,True,"12 10, 2015",A17UL1NTU882OC,B00005V50B,John D Richards,As described,Five Stars,1449705600,{'Flavor Name:': ' Icy Mint'},
870,1,,True,"12 7, 2015",A25HCJ7ZKFMCXS,B00005V50B,Kathy,Didnt notice any difference whatosever. Very expensive tube of toothpaste. Crest whitening strips are a much better option.,Crest whitening strips are a much better option.,1449446400,{'Flavor Name:': ' Icy Mint'},
871,5,,True,"12 6, 2015",A2W7PMPWK11DCV,B00005V50B,Beachbaby,It is not harsh and it is  cheaper than on QVC. Whitening  effect takes a long time.,Not like whitening strips,1449360000,{'Flavor Name:': ' Original Mint'},
872,5,,True,"12 6, 2015",A500DZUZCIENF,B00005V50B,Joan Jackson,Great whitening toothpaste,Really works,1449360000,{'Flavor Name:': ' Original Mint'},
873,5,,True,"12 4, 2015",A12F7XRA5ULR6O,B00005V50B,Aimee Kazlauskas-Karasinski,I won't be without this toothpaste!,Five Stars,1449187200,{'Flavor Name:': ' Original Mint'},
874,5,,True,"11 24, 2015",A1NCXMLSIL8RWA,B00005V50B,Jeannie,"This is a great product!  I use it with the accelerator and Pre-rinse.  I have never had such healthy gums and such clean teeth.  Just like when I leave the dentist office or better.  I noticed a change in shade of my teeth in less than one week!!  And they are almost pearly looking, not just clean.  I will never go back!  I have to say if you like a stronger taste order the Icy Mint flavor.  I had to exchange my regular flavor for this one.",One of my all time favorite products!!  GREAT!,1448323200,{'Flavor Name:': ' Icy Mint'},
875,5,,True,"11 21, 2015",A27TPP0BNRBO89,B00005V50B,Carol J,I have been using this product for years. Great product.,Have been using for years,1448064000,{'Flavor Name:': ' Original Mint'},
876,5,,True,"11 13, 2015",A5FEVUOVBEXGN,B00005V50B,Neal Ratner,Arrived just as promised.,Five Stars,1447372800,{'Flavor Name:': ' Original Mint'},
877,2,,True,"11 12, 2015",A2Z6Y3SGBEZJR8,B00005V50B,M. Caldwell,"Warning, after a few seconds of nice apple flavor there comes a sharp ""spice"", is the best way to describe it.  Maybe it's a chemical reaction for the whitening, but it is strong and unexpected.
Toothpaste also leaves quite a thick pasty coating on tongue.",It's a spicy toothpaste,1447286400,{'Flavor Name:': ' Green Apple'},
878,4,,True,"11 10, 2015",A3FGIE2OJ1B8E,B00005V50B,Lizzy324,Not as strong as if used to be.,Four Stars,1447113600,{'Flavor Name:': ' Icy Mint'},
879,4,,True,"11 7, 2015",A20KL0ZZRQT6X3,B00005V50B,adam hervey,"I like the flavor, my guy hates it...",Four Stars,1446854400,{'Flavor Name:': ' Mandarin Mint'},
880,5,,True,"11 5, 2015",A2M8PTOF4ODRSR,B00005V50B,Eli,I love this toothpaste and have been using it for years. Dos the job and keep teeth white.,Five Stars,1446681600,{'Flavor Name:': ' Icy Mint'},
881,5,,True,"11 4, 2015",A3BKKBKJTL2UU1,B00005V50B,Lettrice Divasongstress,Awesome!,Five Stars,1446595200,{'Flavor Name:': ' Icy Mint'},
882,5,,True,"10 30, 2015",A1V0G6ZW2NIW0O,B00005V50B,Dottie,I like this. I think it works.,I like I like :-),1446163200,{'Flavor Name:': ' Mandarin Mint'},
883,4,,True,"10 30, 2015",AXPDKD6TLMKSZ,B00005V50B,Hoff,We love it,Does whiten teeth,1446163200,{'Flavor Name:': ' Original Mint'},
884,5,,True,"10 27, 2015",A3CE3O6DXQFGPV,B00005V50B,Linda Belle Parham,Best toothpaste I've ever used,Five Stars,1445904000,{'Flavor Name:': ' Icy Mint'},
885,4,,True,"10 26, 2015",ASDTOXI1O3XEI,B00005V50B,Vincent R Mangelli,"Having used the tube I purchased, this is a reasonably good product; Price seems a little high considering results were good, not great as expected.",this is a reasonably good product; Price seems a little high considering results ...,1445817600,{'Flavor Name:': ' Original Mint'},
886,5,,True,"10 25, 2015",A2YD7G9588X3EO,B00005V50B,Amazon Customer,good,Five Stars,1445731200,{'Flavor Name:': ' Icy Mint'},
887,1,,True,"10 22, 2015",A3I17PA868RQ98,B00005V50B,Marcia Hoogendoorn,"Disappointed, have not noticed any difference in my teeth.",One Star,1445472000,{'Flavor Name:': ' Original Mint'},
888,4,,True,"10 22, 2015",A2819X30FA91E2,B00005V50B,Dange712,Using this product for years. Excellent !,Excellent!,1445472000,{'Flavor Name:': ' Cinnamon'},
889,5,,True,"10 19, 2015",A2IWUEXEZ8WUPC,B00005V50B,Donna M. St Germain,Seems to be working. I got this fast.,Five Stars,1445212800,{'Flavor Name:': ' Icy Mint'},
890,5,,True,"10 16, 2015",AP8ZAK0AQG6X0,B00005V50B,Pamela C.,works,Five Stars,1444953600,{'Flavor Name:': ' Original Mint'},
891,5,,True,"10 14, 2015",AG1F52O81AQRB,B00005V50B,Amazon Customer,Been using for years.,Best on the market!,1444780800,{'Flavor Name:': ' Original Mint'},
892,5,,True,"10 7, 2015",A840ZSOCHV4EH,B00005V50B,Valerie Summerfield,"It works on my veneers, I was reticent to use regular on them and this product keeps them white.",Five Stars,1444176000,{'Flavor Name:': ' Icy Mint'},
893,5,,True,"10 5, 2015",A1IVCJVAWORWHH,B00005V50B,Chris Composto,worth the money,Five Stars,1444003200,{'Flavor Name:': ' Original Mint'},
894,5,,True,"09 28, 2015",A2WCDMO6R03XGX,B00005V50B,Shawni,I love this toothpaste it really works to whiten your teeth! I definitely notice a difference when I use it.,I love this toothpaste it really works to whiten your teeth,1443398400,{'Flavor Name:': ' Original Mint'},
895,4,,True,"09 26, 2015",A1JT2A8S8ZVVGG,B00005V50B,Ann M Adams,"Again, my only issue is the small dry film that forms on the opening of this toothpaste.  The cinnamon is great!",Supersmile toothpaste is great.,1443225600,{'Flavor Name:': ' Cinnamon'},
896,1,,True,"09 19, 2015",A3D1ZH59O4XUQ,B00005V50B,seeds1969clint,There are ingredients in this product that can cause an allergic reaction if you are sensitive to them. There was no mention in the product description that indicates this. You should always read the warnings first.,Be aware!,1442620800,{'Flavor Name:': ' Green Apple'},
897,1,,True,"09 18, 2015",A1BQWD0RU6YKHQ,B00005V50B,Leigh Ann Richards,Turns out I'm allergic to this toothpaste.  My dentist told me to stop using it.,One Star,1442534400,{'Flavor Name:': ' Original Mint'},
898,5,,True,"09 11, 2015",A2PS2OJV0OKJDR,B00005V50B,JWH,My dentist asks how my teeth are so white - credit goes to this product.  Expensive but worth it.,Five Stars,1441929600,{'Flavor Name:': ' Icy Mint'},
899,5,,True,"09 10, 2015",A2DSXY24BWYMIE,B00005V50B,Natas,Fantastic. I really like using it.,Whiter teeth,1441843200,{'Flavor Name:': ' Icy Mint'},
900,5,,True,"09 5, 2015",A2PLHV0O8N6964,B00005V50B,pamela forsyth,Love it!!!!,Five Stars,1441411200,{'Flavor Name:': ' Original Mint'},
901,1,,True,"09 5, 2015",A37U8A8LQVY91S,B00005V50B,ShoeCrazy,No better than drug store brands such as Crest,Disappointed,1441411200,{'Flavor Name:': ' Original Mint'},
902,3,,True,"09 4, 2015",AGI6M93QEXARD,B00005V50B,Hanna M,I think the product might be great. But this package was also broken and I felt this old one.,Three Stars,1441324800,{'Flavor Name:': ' Icy Mint'},
903,5,,True,"09 2, 2015",AKMB5BTE4VDY,B00005V50B,Jewelry Lover,Love the taste and doesn't even bother my sensitive teeth! HIghly recommend!,Five Stars,1441152000,{'Flavor Name:': ' Mandarin Mint'},
904,5,,True,"09 2, 2015",A3GA81ECASWBE6,B00005V50B,I-Key-Doe,"My wife uses this product & swears by it. If she's happy, then I'm happy:)",Great Product says my Wife,1441152000,{'Flavor Name:': ' Icy Mint'},
905,3,,True,"09 1, 2015",A1TBGA4VEYQS89,B00005V50B,donna rudelavage,it's ok,Three Stars,1441065600,{'Flavor Name:': ' Icy Mint'},
906,5,,True,"08 31, 2015",A2J7FFCKKXM7UF,B00005V50B,Denise Hudak,Love this toothpaste!  I am very pleased with it!  I have veneers and this is one of the few products that will help keep veneers white and help with coffee stains.,Supersmile Whitening Toothpaste,1440979200,{'Flavor Name:': ' Original Mint'},
907,5,,True,"08 27, 2015",A8R59GG7WWHT4,B00005V50B,Pauline Boldron,"Leaves mouth feeling clean, whitening iffi!!!",Five Stars,1440633600,{'Flavor Name:': ' Original Mint'},
908,5,,True,"08 26, 2015",A3G7197KINJJFA,B00005V50B,Lilit,Amazing product I can tell the deference after first time use its really working tx will be back for sure,Amazing product I can tell the deference after first time ...,1440547200,{'Flavor Name:': ' Icy Mint'},
909,3,,True,"08 25, 2015",A2MS60AEG1NMXL,B00005V50B,Sasha99,"Love the taste and whitening effect, but too expensive, there are similar products in the market for half the price.",Expensive,1440460800,{'Flavor Name:': ' Green Apple'},
910,5,,True,"08 23, 2015",A173KJO4K3156B,B00005V50B,Kathleen P.,Great booster for whitening your teeth....you can combine it with any tooth paste and see results...not over night...but over time.,Extra whitening!,1440288000,{'Flavor Name:': ' Icy Mint'},
911,5,,True,"08 22, 2015",A2Q0V6FNLIX9AU,B00005V50B,elaine placide,Supersmile whitening tooth paste is the best.  I have tried others but none of them compares to Supersmile.  Thank you Dr. Smigel for such a great product.,Supersmile whitening tooth paste is the best. I have tried others but none of them ...,1440201600,{'Flavor Name:': ' Original Mint'},
